Date,Country,Confirmed,Deaths,Critical,Recovered
3/17/2020,Nigeria,3,0,0,0
3/18/2020,Nigeria,3,0,0,0
3/19/2020,Nigeria,8,0,,0
3/20/2020,Nigeria,12,0,0,0
3/21/2020,Nigeria,12,0,N/A,1
3/22/2020,Nigeria,27,0,N/A,3
3/17/2020,North Macedonia,24,0,0,1
3/18/2020,North Macedonia,31,0,0,1
3/19/2020,North Macedonia,42,0,0,1
3/20/2020,North Macedonia,67,0,0,1
3/21/2020,North Macedonia,76,0,0,1
3/22/2020,North Macedonia,76,0,0,1
3/17/2020,Northern Cyprus,7,0,,
3/18/2020,Northern Cyprus,20,0,,
3/19/2020,Northern Cyprus,20,0,,
3/20/2020,Northern Cyprus,33,0,0,0
3/21/2020,Northern Cyprus,34,0,N/A,3
3/22/2020,Northern Cyprus,34,0,N/A,3
3/17/2020,Norway,1444,3,,
3/18/2020,Norway,1479,4,,
3/19/2020,Norway,1775,7,,
3/20/2020,Norway,1781,7,0,0
3/21/2020,Norway,2164,7,26,N/A
3/22/2020,Norway,2164,7,26,N/A
3/17/2020,Oman,24,0,0,12
3/18/2020,Oman,33,0,0,12
3/19/2020,Oman,39,0,0,13
3/20/2020,Oman,48,0,0,13
3/21/2020,Oman,52,0,0,13
3/22/2020,Oman,55,0,0,17
3/17/2020,Pakistan,212,0,,4
3/18/2020,Pakistan,301,2,,4
3/19/2020,Pakistan,377,2,,5
3/20/2020,Pakistan,461,3,0,5
3/21/2020,Pakistan,645,3,N/A,5
3/22/2020,Pakistan,645,3,N/A,5
3/17/2020,Palestine,39,0,0,0
3/18/2020,Palestine,44,0,0,0
3/19/2020,Palestine,47,0,0,0
3/20/2020,Palestine,48,0,0,17
3/21/2020,Palestine,53,0,0,17
3/22/2020,Palestine,53,0,0,17
3/17/2020,Panama,69,1,,
3/18/2020,Panama,86,1,,
3/19/2020,Panama,137,1,,0
3/20/2020,Panama,137,1,8,0
3/21/2020,Panama,200,1,8,0
3/22/2020,Panama,245,3,12,0
3/17/2020,Paraguay,9,0,,
3/18/2020,Paraguay,11,0,,
3/19/2020,Paraguay,11,0,,
3/20/2020,Paraguay,13,0,1,0
3/21/2020,Paraguay,18,1,N/A,N/A
3/22/2020,Paraguay,22,1,N/A,N/A
3/17/2020,Peru,117,0,,1
3/18/2020,Peru,117,0,,1
3/19/2020,Peru,145,0,,1
3/20/2020,Peru,234,3,16,2
3/21/2020,Peru,263,3,16,2
3/22/2020,Peru,318,5,16,2
3/17/2020,Philippines,187,14,,4
3/18/2020,Philippines,193,14,,4
3/19/2020,Philippines,217,17,,8
3/20/2020,Philippines,230,18,1,8
3/21/2020,Philippines,307,19,1,8
3/22/2020,Philippines,380,25,1,17
3/17/2020,Poland,221,5,0,0
3/18/2020,Poland,287,5,0,0
3/19/2020,Poland,355,5,0,0
3/20/2020,Poland,425,5,2,0
3/21/2020,Poland,536,5,2,0
3/22/2020,Poland,536,5,2,0
3/17/2020,Portugal,448,1,,3
3/18/2020,Portugal,448,1,,3
3/19/2020,Portugal,785,3,,3
3/20/2020,Portugal,1020,6,26,5
3/21/2020,Portugal,1280,12,26,5
3/22/2020,Portugal,1280,12,26,5
3/17/2020,Qatar,442,0,,4
3/18/2020,Qatar,442,0,,4
3/19/2020,Qatar,452,0,,4
3/20/2020,Qatar,470,0,0,10
3/21/2020,Qatar,481,0,N/A,27
3/22/2020,Qatar,481,0,N/A,27
3/17/2020,Romania,217,0,,19
3/18/2020,Romania,217,0,,19
3/19/2020,Romania,277,0,,25
3/20/2020,Romania,308,0,1,31
3/21/2020,Romania,367,0,3,52
3/22/2020,Romania,367,0,3,52
3/17/2020,Russia,114,0,,5
3/18/2020,Russia,147,0,,5
3/19/2020,Russia,199,1,,5
3/20/2020,Russia,253,1,0,5
3/21/2020,Russia,253,1,N/A,5
3/22/2020,Russia,367,1,N/A,16
3/17/2020,Rwanda,7,0,,
3/18/2020,Rwanda,11,0,,
3/19/2020,Rwanda,11,0,,
3/20/2020,Rwanda,11,0,0,0
3/21/2020,Rwanda,17,0,N/A,N/A
3/22/2020,Rwanda,17,0,N/A,N/A
3/19/2020,Saint Lucia,2,0,,
3/20/2020,Saint Lucia,2,0,0,0
3/21/2020,Saint Lucia,2,0,N/A,N/A
3/22/2020,Saint Lucia,2,0,N/A,N/A
3/19/2020,Saint Vincent and the Grenadines,1,0,,
3/20/2020,Saint Vincent and the Grenadines,1,0,0,0
3/21/2020,Saint Vincent and the Grenadines,1,0,N/A,N/A
3/22/2020,Saint Vincent and the Grenadines,1,0,N/A,N/A
3/17/2020,San Marino,115,9,,4
3/18/2020,San Marino,126,11,,4
3/19/2020,San Marino,140,14,,4
3/20/2020,San Marino,151,14,6,4
3/21/2020,San Marino,160,20,12,4
3/22/2020,San Marino,160,20,12,4
3/17/2020,Saudi Arabia,171,0,,6
3/18/2020,Saudi Arabia,238,0,,6
3/19/2020,Saudi Arabia,238,0,,6
3/20/2020,Saudi Arabia,274,0,0,8
3/21/2020,Saudi Arabia,392,0,N/A,8
3/22/2020,Saudi Arabia,511,0,N/A,8
3/17/2020,Senegal,27,0,,0
3/18/2020,Senegal,31,0,,0
3/19/2020,Senegal,38,0,,5
3/20/2020,Senegal,38,0,0,5
3/21/2020,Senegal,47,0,N/A,5
3/22/2020,Senegal,56,0,N/A,5
3/17/2020,Serbia,72,0,,
3/18/2020,Serbia,89,0,,
3/19/2020,Serbia,97,0,,
3/20/2020,Serbia,135,0,1,
3/21/2020,Serbia,171,0,1,
3/22/2020,Serbia,171,0,1,
3/17/2020,Seychelles,3,0,,
3/18/2020,Seychelles,4,0,,
3/19/2020,Seychelles,6,0,,
3/20/2020,Seychelles,7,0,0,0
3/21/2020,Seychelles,7,0,1,N/A
3/22/2020,Seychelles,7,0,1,N/A
3/17/2020,Singapore,266,0,14,114
3/18/2020,Singapore,313,0,15,117
3/19/2020,Singapore,345,0,15,124
3/20/2020,Singapore,385,0,16,131
3/21/2020,Singapore,432,2,14,140
3/22/2020,Singapore,432,2,14,140
3/20/2020,Sint Maarten,1,0,0,0
3/21/2020,Sint Maarten,1,0,N/A,0
3/22/2020,Sint Maarten,1,0,N/A,0
3/17/2020,Slovakia,72,0,,
3/18/2020,Slovakia,97,0,,
3/19/2020,Slovakia,105,0,,
3/20/2020,Slovakia,123,0,0,0
3/21/2020,Slovakia,137,0,N/A,N/A
3/22/2020,Slovakia,178,0,N/A,N/A
3/17/2020,Slovenia,275,1,0,0
3/18/2020,Slovenia,275,1,0,0
3/19/2020,Slovenia,286,1,0,0
3/20/2020,Slovenia,319,1,0,0
3/21/2020,Slovenia,383,1,9,0
3/22/2020,Slovenia,383,1,9,0
3/17/2020,Somalia,1,0,,
3/18/2020,Somalia,1,0,,
3/19/2020,Somalia,1,0,,
3/20/2020,Somalia,1,0,0,0
3/21/2020,Somalia,1,0,N/A,N/A
3/22/2020,Somalia,1,0,N/A,N/A
3/17/2020,South Africa,85,0,,
3/18/2020,South Africa,116,0,,
3/19/2020,South Africa,150,0,,
3/20/2020,South Africa,202,0,0,0
3/21/2020,South Africa,240,0,N/A,N/A
3/22/2020,South Africa,240,0,N/A,N/A
3/17/2020,South Korea,8413,84,,1540
3/18/2020,South Korea,8565,91,,1947
3/19/2020,South Korea,8652,94,,2233
3/20/2020,South Korea,8652,94,0,2233
3/21/2020,South Korea,8897,104,N/A,2909
3/22/2020,South Korea,8897,104,N/A,2909
3/17/2020,Spain,11826,533,,1028
3/18/2020,Spain,14769,638,,1081
3/19/2020,Spain,18077,833,,1107
3/20/2020,Spain,21571,1093,1141,1588
3/21/2020,Spain,25496,1381,1141,2125
3/22/2020,Spain,28603,1756,1141,2575
3/17/2020,Sri Lanka,44,0,,1
3/18/2020,Sri Lanka,44,0,,1
3/19/2020,Sri Lanka,50,0,,1
3/20/2020,Sri Lanka,72,0,0,1
3/21/2020,Sri Lanka,73,0,N/A,1
3/22/2020,Sri Lanka,81,0,N/A,1
3/17/2020,Sudan,1,0,,
3/18/2020,Sudan,1,1,,
3/19/2020,Sudan,1,1,,
3/20/2020,Sudan,1,1,0,0
3/21/2020,Sudan,2,1,N/A,N/A
3/22/2020,Sudan,2,1,N/A,N/A
3/19/2020,Suriname,1,0,,
3/20/2020,Suriname,4,0,0,0
3/21/2020,Suriname,4,0,N/A,N/A
3/22/2020,Suriname,4,0,N/A,N/A
3/17/2020,Sweden,1196,8,,
3/18/2020,Sweden,1279,10,,
3/19/2020,Sweden,1423,11,,
3/20/2020,Sweden,1423,11,0,0
3/21/2020,Sweden,1746,20,N/A,N/A
3/22/2020,Sweden,1746,20,N/A,N/A
3/17/2020,Switzerland,2700,27,,4
3/18/2020,Switzerland,3028,33,,4
3/19/2020,Switzerland,4161,43,,4
3/20/2020,Switzerland,5336,56,0,4
3/21/2020,Switzerland,6652,80,N/A,4
3/22/2020,Switzerland,7014,80,N/A,4
3/17/2020,Taiwan,77,1,0,22
3/18/2020,Taiwan,100,1,0,22
3/19/2020,Taiwan,108,1,0,26
3/20/2020,Taiwan,135,2,0,28
3/21/2020,Taiwan,153,2,0,28
3/22/2020,Taiwan,153,2,0,28
3/17/2020,Tanzania,1,0,,
3/18/2020,Tanzania,3,0,,
3/19/2020,Tanzania,6,0,,
3/20/2020,Tanzania,6,0,0,0
3/21/2020,Tanzania,6,0,N/A,N/A
3/22/2020,Tanzania,6,0,N/A,N/A
3/17/2020,Thailand,177,1,,38
3/18/2020,Thailand,212,1,,38
3/19/2020,Thailand,272,1,,38
3/20/2020,Thailand,322,1,1,43
3/21/2020,Thailand,411,1,1,44
3/22/2020,Thailand,599,1,8,45
3/17/2020,Togo,1,0,,
3/18/2020,Togo,1,0,,
3/19/2020,Togo,1,0,,
3/20/2020,Togo,9,0,0,1
3/21/2020,Togo,9,0,N/A,1
3/22/2020,Togo,9,0,N/A,1
3/19/2020,Trinidad and Tobago,9,0,,
3/20/2020,Trinidad and Tobago,9,0,0,0
3/21/2020,Trinidad and Tobago,9,0,N/A,N/A
3/22/2020,Trinidad and Tobago,49,0,N/A,N/A
3/17/2020,Tunisia,24,0,,
3/18/2020,Tunisia,27,0,,
3/19/2020,Tunisia,29,0,,1
3/20/2020,Tunisia,39,1,0,1
3/21/2020,Tunisia,60,1,N/A,1
3/22/2020,Tunisia,75,3,N/A,1
3/17/2020,Turkey,98,1,,
3/18/2020,Turkey,191,2,,
3/19/2020,Turkey,191,2,,
3/20/2020,Turkey,670,9,0,0
3/21/2020,Turkey,947,21,N/A,N/A
3/22/2020,Turkey,1256,30,N/A,N/A
3/17/2020,Ukraine,7,1,,
3/18/2020,Ukraine,14,2,,
3/19/2020,Ukraine,16,2,,
3/20/2020,Ukraine,26,3,0,0
3/21/2020,Ukraine,41,3,N/A,N/A
3/22/2020,Ukraine,47,3,N/A,1
3/17/2020,United Arab Emirates,98,0,,26
3/18/2020,United Arab Emirates,113,0,,26
3/19/2020,United Arab Emirates,113,0,,26
3/20/2020,United Arab Emirates,140,2,2,31
3/21/2020,United Arab Emirates,140,2,2,31
3/22/2020,United Arab Emirates,153,2,2,38
3/17/2020,United Kingdom,1950,71,,65
3/18/2020,United Kingdom,2626,104,,65
3/19/2020,United Kingdom,3269,144,,65
3/20/2020,United Kingdom,3983,177,20,65
3/21/2020,United Kingdom,5018,233,20,79
3/22/2020,United Kingdom,5018,281,20,93
3/17/2020,United States,6329,107,4,9
3/18/2020,United States,9025,139,4,9
3/19/2020,United States,14152,208,4,9
3/20/2020,United States,19671,252,64,26
3/21/2020,United States,27007,334,64,29
3/22/2020,United States,34694,393,64,29
3/17/2020,Uruguay,29,0,,
3/18/2020,Uruguay,50,0,,
3/19/2020,Uruguay,79,0,,2
3/20/2020,Uruguay,94,0,0,2
3/21/2020,Uruguay,110,0,N/A,2
3/22/2020,Uruguay,135,0,2,2
3/17/2020,Uzbekistan,10,0,,
3/18/2020,Uzbekistan,18,0,,
3/19/2020,Uzbekistan,23,0,,
3/20/2020,Uzbekistan,33,0,0,0
3/21/2020,Uzbekistan,37,0,N/A,N/A
3/22/2020,Uzbekistan,42,0,N/A,N/A
3/17/2020,Vatican City,1,0,,
3/18/2020,Vatican City,1,0,,
3/19/2020,Vatican City,1,0,,
3/20/2020,Vatican City,1,0,0,
3/21/2020,Vatican City,1,0,N/A,N/A
3/22/2020,Vatican City,1,0,N/A,N/A
3/17/2020,Venezuela,33,0,,
3/18/2020,Venezuela,33,0,,
3/19/2020,Venezuela,36,0,,
3/20/2020,Venezuela,42,0,0,0
3/21/2020,Venezuela,42,0,N/A,N/A
3/22/2020,Venezuela,70,0,2,15
3/17/2020,Vietnam,61,0,,16
3/18/2020,Vietnam,68,0,,16
3/19/2020,Vietnam,76,0,,16
3/20/2020,Vietnam,87,0,0,17
3/21/2020,Vietnam,92,0,N/A,17
3/22/2020,Vietnam,94,0,N/A,17
3/19/2020,Zambia,2,0,,
3/20/2020,Zambia,2,0,0,0
3/21/2020,Zambia,2,0,N/A,0
3/22/2020,Zambia,2,0,N/A,0
