Date,Country,State,Lat,Long,Cases,Type
3/17/20,US,Illinois,40.3495,-88.9861,166,confirmed
3/17/20,US,Indiana,39.8494,-86.2583,30,confirmed
3/17/20,US,Iowa,42.0115,-93.2105,17,confirmed
3/17/20,US,Kansas,38.5266,-96.7265,16,confirmed
3/17/20,US,Kentucky,37.6681,-84.6701,25,confirmed
3/17/20,US,Louisiana,31.1695,-91.8678,171,confirmed
3/17/20,US,Maine,44.6939,-69.3819,3,confirmed
3/17/20,US,Maryland,39.0639,-76.8021,57,confirmed
3/17/20,US,Massachusetts,42.2302,-71.5301,197,confirmed
3/17/20,US,Michigan,43.3266,-84.5361,65,confirmed
3/17/20,US,Minnesota,45.6945,-93.9002,60,confirmed
3/17/20,US,Mississippi,32.7416,-89.6787,21,confirmed
3/17/20,US,Missouri,38.4561,-92.2884,15,confirmed
3/17/20,US,Montana,46.9219,-110.4544,4,confirmed
3/17/20,US,Nebraska,41.1254,-98.2681,14,confirmed
3/17/20,US,Nevada,38.3135,-117.0554,19,confirmed
3/17/20,US,New Hampshire,43.4525,-71.5639,7,confirmed
3/17/20,US,New Jersey,40.2989,-74.521,178,confirmed
3/17/20,US,New Mexico,34.8405,-106.2485,10,confirmed
3/17/20,US,New York,42.1657,-74.9481,"1,374",confirmed
3/17/20,US,North Carolina,35.6301,-79.8064,40,confirmed
3/17/20,US,North Dakota,47.5289,-99.784,1,confirmed
3/17/20,US,N. Mariana Islands,N.MarianaIslands,N.MarianaIslands,0,confirmed
3/17/20,US,Ohio,40.3888,-82.7649,67,confirmed
3/17/20,US,Oklahoma,35.5653,-96.9289,17,confirmed
3/17/20,US,Oregon,44.572,-122.0709,47,confirmed
3/17/20,US,Pennsylvania,40.5908,-77.2098,96,confirmed
3/17/20,US,Puerto Rico,18.2208,-66.5901,3,confirmed
3/17/20,US,Rhode Island,41.6809,-71.5118,21,confirmed
3/17/20,US,South Carolina,33.8569,-80.945,28,confirmed
3/17/20,US,South Dakota,44.2998,-99.4388,10,confirmed
3/17/20,US,Tennessee,35.7478,-86.6923,73,confirmed
3/17/20,US,Texas,31.0545,-97.5635,64,confirmed
3/17/20,US,U.S. Virgin Islands,U.S.VirginIslands,U.S.VirginIslands,1,confirmed
3/17/20,US,Utah,40.15,-111.8624,41,confirmed
3/17/20,US,Vermont,44.0459,-72.7107,4,confirmed
3/17/20,US,Virginia,37.7693,-78.17,67,confirmed
3/17/20,US,Washington,47.4009,-121.4905,"1,012",confirmed
3/17/20,US,West Virginia,38.4912,-80.9545,1,confirmed
3/17/20,US,Wisconsin,44.2685,-89.6165,47,confirmed
3/17/20,US,Wyoming,42.756,-107.3025,11,confirmed
3/17/20,US,As of 18 March 2020 (UTC) · History of cases: United States,Asof18March2020(UTC)·Historyofcases:UnitedStates,Asof18March2020(UTC)·Historyofcases:UnitedStates,As of 18 March 2020 (UTC) · History of cases: United States,confirmed
3/17/20,US,Alabama,32.3182,-86.9023,0,recovered
3/17/20,US,Alaska,61.3707,-152.4044,0,recovered
3/17/20,US,American Samoa,AmericanSamoa,AmericanSamoa,0,recovered
3/17/20,US,Arizona,33.7298,-111.4312,1,recovered
3/17/20,US,Arkansas,34.9697,-92.3731,0,recovered
3/17/20,US,California,36.1162,-119.6816,6,recovered
3/17/20,US,Colorado,39.0598,-105.3111,0,recovered
3/17/20,US,Connecticut,41.5978,-72.7554,0,recovered
3/17/20,US,Delaware,39.3185,-75.5071,0,recovered
3/17/20,US,District of Columbia,38.8974,-77.0268,0,recovered
3/17/20,US,Florida,27.7663,-81.6868,0,recovered
3/17/20,US,Georgia,33.0406,-83.6431,0,recovered
3/17/20,US,Guam,13.4443,144.7937,0,recovered
3/17/20,US,Hawaii,21.0943,-157.4983,0,recovered
3/17/20,US,Idaho,44.2405,-114.4788,0,recovered
3/17/20,US,Illinois,40.3495,-88.9861,2,recovered
3/17/20,US,Indiana,39.8494,-86.2583,0,recovered
3/17/20,US,Iowa,42.0115,-93.2105,0,recovered
3/17/20,US,Kansas,38.5266,-96.7265,0,recovered
3/17/20,US,Kentucky,37.6681,-84.6701,1,recovered
3/17/20,US,Louisiana,31.1695,-91.8678,0,recovered
3/17/20,US,Maine,44.6939,-69.3819,0,recovered
3/17/20,US,Maryland,39.0639,-76.8021,3,recovered
3/17/20,US,Massachusetts,42.2302,-71.5301,1,recovered
3/17/20,US,Michigan,43.3266,-84.5361,0,recovered
3/17/20,US,Minnesota,45.6945,-93.9002,0,recovered
3/17/20,US,Mississippi,32.7416,-89.6787,0,recovered
3/17/20,US,Missouri,38.4561,-92.2884,0,recovered
3/17/20,US,Montana,46.9219,-110.4544,0,recovered
3/17/20,US,Nebraska,41.1254,-98.2681,0,recovered
3/17/20,US,Nevada,38.3135,-117.0554,0,recovered
3/17/20,US,New Hampshire,43.4525,-71.5639,0,recovered
3/17/20,US,New Jersey,40.2989,-74.521,1,recovered
3/17/20,US,New Mexico,34.8405,-106.2485,0,recovered
3/17/20,US,New York,42.1657,-74.9481,0,recovered
3/17/20,US,North Carolina,35.6301,-79.8064,0,recovered
3/17/20,US,North Dakota,47.5289,-99.784,0,recovered
3/17/20,US,N. Mariana Islands,N.MarianaIslands,N.MarianaIslands,0,recovered
3/17/20,US,Ohio,40.3888,-82.7649,0,recovered
3/17/20,US,Oklahoma,35.5653,-96.9289,0,recovered
3/17/20,US,Oregon,44.572,-122.0709,0,recovered
3/17/20,US,Pennsylvania,40.5908,-77.2098,0,recovered
3/17/20,US,Puerto Rico,18.2208,-66.5901,0,recovered
3/17/20,US,Rhode Island,41.6809,-71.5118,0,recovered
3/17/20,US,South Carolina,33.8569,-80.945,0,recovered
3/17/20,US,South Dakota,44.2998,-99.4388,0,recovered
3/17/20,US,Tennessee,35.7478,-86.6923,0,recovered
3/17/20,US,Texas,31.0545,-97.5635,0,recovered
3/17/20,US,U.S. Virgin Islands,U.S.VirginIslands,U.S.VirginIslands,0,recovered
3/17/20,US,Utah,40.15,-111.8624,0,recovered
3/17/20,US,Vermont,44.0459,-72.7107,0,recovered
3/17/20,US,Virginia,37.7693,-78.17,0,recovered
3/17/20,US,Washington,47.4009,-121.4905,1,recovered
3/17/20,US,West Virginia,38.4912,-80.9545,0,recovered
3/17/20,US,Wisconsin,44.2685,-89.6165,1,recovered
3/17/20,US,Wyoming,42.756,-107.3025,0,recovered
3/17/20,US,As of 18 March 2020 (UTC) · History of cases: United States,Asof18March2020(UTC)·Historyofcases:UnitedStates,Asof18March2020(UTC)·Historyofcases:UnitedStates,As of 18 March 2020 (UTC) · History of cases: United States,recovered
3/17/20,US,Alabama,32.3182,-86.9023,0,death
3/17/20,US,Alaska,61.3707,-152.4044,0,death
3/17/20,US,American Samoa,AmericanSamoa,AmericanSamoa,0,death
3/17/20,US,Arizona,33.7298,-111.4312,0,death
3/17/20,US,Arkansas,34.9697,-92.3731,0,death
3/17/20,US,California,36.1162,-119.6816,12,death
3/17/20,US,Colorado,39.0598,-105.3111,1,death
3/17/20,US,Connecticut,41.5978,-72.7554,0,death
3/17/20,US,Delaware,39.3185,-75.5071,0,death
3/17/20,US,District of Columbia,38.8974,-77.0268,0,death
3/17/20,US,Florida,27.7663,-81.6868,6,death
3/17/20,US,Georgia,33.0406,-83.6431,1,death
3/17/20,US,Guam,13.4443,144.7937,0,death
3/17/20,US,Hawaii,21.0943,-157.4983,0,death
3/17/20,US,Idaho,44.2405,-114.4788,0,death
3/17/20,US,Illinois,40.3495,-88.9861,1,death
3/17/20,US,Indiana,39.8494,-86.2583,2,death
3/17/20,US,Iowa,42.0115,-93.2105,0,death
3/17/20,US,Kansas,38.5266,-96.7265,1,death
3/17/20,US,Kentucky,37.6681,-84.6701,1,death
3/17/20,US,Louisiana,31.1695,-91.8678,4,death
3/17/20,US,Maine,44.6939,-69.3819,0,death
3/17/20,US,Maryland,39.0639,-76.8021,0,death
3/17/20,US,Massachusetts,42.2302,-71.5301,0,death
3/17/20,US,Michigan,43.3266,-84.5361,0,death
3/17/20,US,Minnesota,45.6945,-93.9002,0,death
3/17/20,US,Mississippi,32.7416,-89.6787,0,death
3/17/20,US,Missouri,38.4561,-92.2884,0,death
3/17/20,US,Montana,46.9219,-110.4544,0,death
3/17/20,US,Nebraska,41.1254,-98.2681,0,death
3/17/20,US,Nevada,38.3135,-117.0554,0,death
3/17/20,US,New Hampshire,43.4525,-71.5639,0,death
3/17/20,US,New Jersey,40.2989,-74.521,3,death
3/17/20,US,New Mexico,34.8405,-106.2485,0,death
3/17/20,US,New York,42.1657,-74.9481,12,death
3/17/20,US,North Carolina,35.6301,-79.8064,0,death
3/17/20,US,North Dakota,47.5289,-99.784,0,death
3/17/20,US,N. Mariana Islands,N.MarianaIslands,N.MarianaIslands,0,death
3/17/20,US,Ohio,40.3888,-82.7649,0,death
3/17/20,US,Oklahoma,35.5653,-96.9289,0,death
3/17/20,US,Oregon,44.572,-122.0709,1,death
3/17/20,US,Pennsylvania,40.5908,-77.2098,0,death
3/17/20,US,Puerto Rico,18.2208,-66.5901,0,death
3/17/20,US,Rhode Island,41.6809,-71.5118,0,death
3/17/20,US,South Carolina,33.8569,-80.945,1,death
3/17/20,US,South Dakota,44.2998,-99.4388,1,death
3/17/20,US,Tennessee,35.7478,-86.6923,0,death
3/17/20,US,Texas,31.0545,-97.5635,1,death
3/17/20,US,U.S. Virgin Islands,U.S.VirginIslands,U.S.VirginIslands,0,death
3/17/20,US,Utah,40.15,-111.8624,0,death
3/17/20,US,Vermont,44.0459,-72.7107,0,death
3/17/20,US,Virginia,37.7693,-78.17,2,death
3/17/20,US,Washington,47.4009,-121.4905,54,death
3/17/20,US,West Virginia,38.4912,-80.9545,0,death
3/17/20,US,Wisconsin,44.2685,-89.6165,0,death
3/17/20,US,Wyoming,42.756,-107.3025,0,death
3/17/20,US,As of 18 March 2020 (UTC) · History of cases: United States,Asof18March2020(UTC)·Historyofcases:UnitedStates,Asof18March2020(UTC)·Historyofcases:UnitedStates,As of 18 March 2020 (UTC) · History of cases: United States,death
3/18/20,China,,30.9756,112.2707,"80,928",confirmed
3/18/20,Italy,,43,12,"35,713",confirmed
3/18/20,Iran,,32,53,"17,361",confirmed
3/18/20,Spain,,40,-4,"14,769",confirmed
3/18/20,Germany,,51,9,"12,327",confirmed
3/18/20,France,,46.2276,2.2137,"9,134",confirmed
3/18/20,"Korea, South",,,,"8,565",confirmed
3/18/20,Switzerland,,46.8182,8.2275,"2,772",confirmed
3/18/20,United Kingdom,,49.3723,-2.3644,"2,626",confirmed
3/18/20,Netherlands,,52.1326,5.2913,"2,059",confirmed
3/18/20,Austria,,47.5162,14.5501,"1,646",confirmed
3/18/20,Norway,,60.472,8.4689,"1,590",confirmed
3/18/20,Belgium,,50.8333,4,"1,486",confirmed
3/18/20,Sweden,,63,16,"1,231",confirmed
3/18/20,Denmark,,56.2639,9.5018,"1,117",confirmed
3/18/20,Japan,,36,138,899,confirmed
3/18/20,Malaysia,,2.5,112.5,790,confirmed
3/18/20,Canada,,49.2827,-123.1207,727,confirmed
3/18/20,Cruise Ship,,,,712,confirmed
3/18/20,Portugal,,39.3999,-8.2245,642,confirmed
3/18/20,Australia,,-33.8688,151.2093,596,confirmed
3/18/20,Brazil,,-14.235,-51.9253,529,confirmed
3/18/20,Czechia,,,,522,confirmed
3/18/20,Qatar,,25.3548,51.1839,452,confirmed
3/18/20,Israel,,31,35,433,confirmed
3/18/20,Greece,,39.0742,21.8243,418,confirmed
3/18/20,Ireland,,53.1424,-7.6921,366,confirmed
3/18/20,Finland,,64,26,359,confirmed
3/18/20,Singapore,,1.2833,103.8333,313,confirmed
3/18/20,Pakistan,,30.3753,69.3451,307,confirmed
3/18/20,Poland,,51.9194,19.1451,287,confirmed
3/18/20,Slovenia,,46.1512,14.9955,286,confirmed
3/18/20,Romania,,45.9432,24.9668,260,confirmed
3/18/20,Estonia,,58.5953,25.0136,258,confirmed
3/18/20,Bahrain,,26.0275,50.55,256,confirmed
3/18/20,Iceland,,64.9631,-19.0208,250,confirmed
3/18/20,Chile,,-35.6751,-71.543,238,confirmed
3/18/20,Saudi Arabia,,24,45,238,confirmed
3/18/20,Indonesia,,-0.7893,113.9213,227,confirmed
3/18/20,Thailand,,15,101,212,confirmed
3/18/20,Egypt,,26,30,210,confirmed
3/18/20,Luxembourg,,49.8153,6.1296,203,confirmed
3/18/20,Philippines,,13,122,202,confirmed
3/18/20,Turkey,,38.9637,35.2433,191,confirmed
3/18/20,Hong Kong,,22.3193,114.1694,192,confirmed
3/18/20,Iraq,,33,44,164,confirmed
3/18/20,Ecuador,,-1.8312,-78.1834,155,confirmed
3/18/20,India,,21,78,151,confirmed
3/18/20,Russia,,60,90,147,confirmed
3/18/20,Peru,,-9.19,-75.0152,145,confirmed
3/18/20,Kuwait,,29.5,47.75,142,confirmed
3/18/20,Lebanon,,33.8547,35.8623,133,confirmed
3/18/20,San Marino,,43.9424,12.4578,119,confirmed
3/18/20,South Africa,,-30.5595,22.9375,116,confirmed
3/18/20,United Arab Emirates,,24,54,113,confirmed
3/18/20,Armenia,,40.0691,45.0382,110,confirmed
3/18/20,Panama,,8.538,-80.7821,109,confirmed
3/18/20,Slovakia,,48.669,19.699,105,confirmed
3/18/20,Taiwan,,23.7,121,100,confirmed
3/18/20,Argentina,,-38.4161,-63.6167,97,confirmed
3/18/20,Colombia,,4.5709,-74.2973,93,confirmed
3/18/20,Mexico,,23.6345,-102.5528,93,confirmed
3/18/20,Bulgaria,,42.7339,25.4858,92,confirmed
3/18/20,Croatia,,45.1,15.2,89,confirmed
3/18/20,Serbia,,44.0165,21.0059,89,confirmed
3/18/20,Uruguay,,-32.5228,-55.7658,79,confirmed
3/18/20,Vietnam,,16,108,76,confirmed
3/18/20,Algeria,,28.0339,1.6596,75,confirmed
3/18/20,Latvia,,56.8796,24.6032,71,confirmed
3/18/20,Costa Rica,,9.7489,-83.7534,69,confirmed
3/18/20,Brunei,,4.5353,114.7277,68,confirmed
3/18/20,Albania,,41.1533,20.1683,59,confirmed
3/18/20,Cyprus,,35.1264,33.4299,58,confirmed
3/18/20,Hungary,,47.1625,19.5033,58,confirmed
3/18/20,Jordan,,31.24,36.51,56,confirmed
3/18/20,Morocco,,31.7917,-7.0926,54,confirmed
3/18/20,Andorra,,42.5063,1.5218,53,confirmed
3/18/20,Belarus,,53.7098,27.9534,51,confirmed
3/18/20,Sri Lanka,,7,81,51,confirmed
3/18/20,Malta,,35.9375,14.3754,48,confirmed
3/18/20,occupied Palestinian territory,,,,44,confirmed
3/18/20,North Macedonia,,41.6086,21.7453,43,confirmed
3/18/20,Bosnia and Herzegovina,,43.9159,17.6791,39,confirmed
3/18/20,Oman,,21,57,39,confirmed
3/18/20,Georgia,,42.3154,43.3569,38,confirmed
3/18/20,Cambodia,,11.55,104.9167,37,confirmed
3/18/20,Moldova,,47.4116,28.3699,36,confirmed
3/18/20,Kazakhstan,,48.0196,66.9237,36,confirmed
3/18/20,Senegal,,14.4974,-14.4524,36,confirmed
3/18/20,Venezuela,,6.4238,-66.5897,36,confirmed
3/18/20,Azerbaijan,,40.1431,47.5769,34,confirmed
3/18/20,Dominican Republic,,18.7357,-70.1627,34,confirmed
3/18/20,Lithuania,,55.1694,23.8813,33,confirmed
3/18/20,Tunisia,,34,9,29,confirmed
3/18/20,Liechtenstein,,47.14,9.55,28,confirmed
3/18/20,New Zealand,,-40.9006,174.886,28,confirmed
3/18/20,Afghanistan,,33,65,22,confirmed
3/18/20,Burkina Faso,,12.2383,-1.5616,20,confirmed
3/18/20,Cyprus,,,,20,confirmed
3/18/20,Uzbekistan,,41.3775,64.5853,18,confirmed
3/18/20,China,,30.9756,112.2707,17,confirmed
3/18/20,Ukraine,,48.3794,31.1656,16,confirmed
3/18/20,Jamaica,,18.1096,-77.2975,15,confirmed
3/18/20,Bangladesh,,23.685,90.3563,14,confirmed
3/18/20,Cameroon,,3.848,11.5021,13,confirmed
3/18/20,Maldives,,3.2028,73.2207,13,confirmed
3/18/20,Kosovo,,42.6026,20.903,13,confirmed
3/18/20,Bolivia,,-16.2902,-63.5887,12,confirmed
3/18/20,Paraguay,,-23.4425,-58.4438,11,confirmed
3/18/20,Rwanda,,-1.9403,29.8739,11,confirmed
3/18/20,Cuba,,22,-80,10,confirmed
3/18/20,Honduras,,15.2,-86.2419,9,confirmed
3/18/20,"Cote d'Ivoire",,,,9,confirmed
3/18/20,Monaco,,43.7333,7.4167,9,confirmed
3/18/20,Guatemala,,15.7835,-90.2308,8,confirmed
3/18/20,Montenegro,,42.5,19.3,8,confirmed
3/18/20,Nigeria,,9.082,8.6753,8,confirmed
3/18/20,DR Congo,,,,7,confirmed
3/18/20,Ghana,,7.9465,-1.0232,7,confirmed
3/18/20,Kenya,,-0.0236,37.9062,7,confirmed
3/18/20,Trinidad and Tobago,,10.6918,-61.2225,7,confirmed
3/18/20,Ethiopia,,9.145,40.4897,6,confirmed
3/18/20,Mongolia,,46.8625,103.8467,6,confirmed
3/18/20,Seychelles,,-4.6796,55.492,6,confirmed
3/18/20,Equatorial Guinea,,1.5,10,4,confirmed
3/18/20,Guyana,,5,-58.75,4,confirmed
3/18/20,Gabon,,-0.8037,11.6094,3,confirmed
3/18/20,Kyrgyzstan,,41.2044,74.7661,3,confirmed
3/18/20,Mauritius,,-20.2,57.5,3,confirmed
3/18/20,Tanzania,,-6.369,34.8888,3,confirmed
3/18/20,Barbados,,13.1939,-59.5432,2,confirmed
3/18/20,Benin,,9.3077,2.3158,2,confirmed
3/18/20,Liberia,,6.4281,-9.4295,2,confirmed
3/18/20,Mauritania,,21.0079,10.9408,2,confirmed
3/18/20,Namibia,,-22.9576,18.4904,2,confirmed
3/18/20,Saint Lucia,,13.9094,-60.9789,2,confirmed
3/18/20,Sudan,,12.8628,30.2176,2,confirmed
3/18/20,Zambia,,-15.4167,28.2833,2,confirmed
3/18/20,Antigua and Barbuda,,17.0608,-61.7964,1,confirmed
3/18/20,The Bahamas,,,,1,confirmed
3/18/20,Bhutan,,27.5142,90.4336,1,confirmed
3/18/20,Central African Republic,,6.6111,20.9394,1,confirmed
3/18/20,Republic of the Congo,,,,1,confirmed
3/18/20,Djibouti,,11.8251,42.5903,1,confirmed
3/18/20,El Salvador,,,,1,confirmed
3/18/20,Eswatini,,-26.5225,31.4659,1,confirmed
3/18/20,Fiji,,,,1,confirmed
3/18/20,Gambia,,,,1,confirmed
3/18/20,Guinea,,9.9456,-9.6966,1,confirmed
3/18/20,Nepal,,28.1667,84.25,1,confirmed
3/18/20,Nicaragua,,,,1,confirmed
3/18/20,Saint Vincent and the Grenadines,,,,1,confirmed
3/18/20,Somalia,,5.1521,46.1996,1,confirmed
3/18/20,Suriname,,3.9193,-56.0278,1,confirmed
3/18/20,Togo,,8.6195,0.8248,1,confirmed
3/18/20,Vatican City,,,,1,confirmed
3/18/20,"Notes ^ Countries and territories, and one international conveyance where cases were diagnosed. Nationality and location of original infection may vary. In some countries, the cases cover several territories, as noted accordingly. ^ Reported confirmed cases. Actual case numbers are probably higher, but impossible to ascertain. ^ ""–"" denotes that no data is currently available for that territory, not that the value is zero. ^ Includes clinically diagnosed cases and deaths from 12 February 2020 and onwards in the province of Hubei. ^ Starting 27 Feb, only at-risk people showing symptoms have been tested.[2][3] ^ Includes all dependencies cases in Guam, Puerto Rico and Virgin Islands, in addition to cases identified on the Grand Princess. ^ Includes all cases overseas in regions of French Guiana, Guadeloupe, Martinique, Mayotte and Réunion, and in collectivities of French Polynesia, New Caledonia, Saint Barthélemy and Saint Martin. ^ While there are more positive cases in Switzerland, the figure reported here is only the number of confirmed cases. ^ Includes all cases in the British Overseas Territories of Akrotiri and Dhekelia, the Cayman Islands, Gibraltar and Montserrat and the Crown dependencies of Guernsey and Jersey. ^ Includes the reported cases in all 4 constituent countries of the Kingdom of the Netherlands, being 1) the Netherlands, 2) Aruba, 3) Curaçao and 4) Sint Maarten. ^ The Dutch Government",,,,0,confirmed
3/18/20,China,,30.9756,112.2707,"3,245",death
3/18/20,Italy,,43,12,"2,978",death
3/18/20,Iran,,32,53,"1,135",death
3/18/20,Spain,,40,-4,638,death
3/18/20,Germany,,51,9,28,death
3/18/20,France,,46.2276,2.2137,264,death
3/18/20,"Korea, South",,,,91,death
3/18/20,Switzerland,,46.8182,8.2275,21,death
3/18/20,United Kingdom,,49.3723,-2.3644,104,death
3/18/20,Netherlands,,52.1326,5.2913,58,death
3/18/20,Austria,,47.5162,14.5501,4,death
3/18/20,Norway,,60.472,8.4689,6,death
3/18/20,Belgium,,50.8333,4,14,death
3/18/20,Sweden,,63,16,10,death
3/18/20,Denmark,,56.2639,9.5018,4,death
3/18/20,Japan,,36,138,29,death
3/18/20,Malaysia,,2.5,112.5,2,death
3/18/20,Canada,,49.2827,-123.1207,9,death
3/18/20,Cruise Ship,,,,7,death
3/18/20,Portugal,,39.3999,-8.2245,2,death
3/18/20,Australia,,-33.8688,151.2093,6,death
3/18/20,Brazil,,-14.235,-51.9253,4,death
3/18/20,Czechia,,,,0,death
3/18/20,Qatar,,25.3548,51.1839,0,death
3/18/20,Israel,,31,35,0,death
3/18/20,Greece,,39.0742,21.8243,5,death
3/18/20,Ireland,,53.1424,-7.6921,2,death
3/18/20,Finland,,64,26,0,death
3/18/20,Singapore,,1.2833,103.8333,0,death
3/18/20,Pakistan,,30.3753,69.3451,1,death
3/18/20,Poland,,51.9194,19.1451,5,death
3/18/20,Slovenia,,46.1512,14.9955,1,death
3/18/20,Romania,,45.9432,24.9668,0,death
3/18/20,Estonia,,58.5953,25.0136,0,death
3/18/20,Bahrain,,26.0275,50.55,1,death
3/18/20,Iceland,,64.9631,-19.0208,0,death
3/18/20,Chile,,-35.6751,-71.543,0,death
3/18/20,Saudi Arabia,,24,45,0,death
3/18/20,Indonesia,,-0.7893,113.9213,19,death
3/18/20,Thailand,,15,101,1,death
3/18/20,Egypt,,26,30,6,death
3/18/20,Luxembourg,,49.8153,6.1296,2,death
3/18/20,Philippines,,13,122,17,death
3/18/20,Turkey,,38.9637,35.2433,2,death
3/18/20,Hong Kong,,22.3193,114.1694,4,death
3/18/20,Iraq,,33,44,12,death
3/18/20,Ecuador,,-1.8312,-78.1834,2,death
3/18/20,India,,21,78,3,death
3/18/20,Russia,,60,90,0,death
3/18/20,Peru,,-9.19,-75.0152,0,death
3/18/20,Kuwait,,29.5,47.75,0,death
3/18/20,Lebanon,,33.8547,35.8623,4,death
3/18/20,San Marino,,43.9424,12.4578,11,death
3/18/20,South Africa,,-30.5595,22.9375,0,death
3/18/20,United Arab Emirates,,24,54,0,death
3/18/20,Armenia,,40.0691,45.0382,0,death
3/18/20,Panama,,8.538,-80.7821,1,death
3/18/20,Slovakia,,48.669,19.699,0,death
3/18/20,Taiwan,,23.7,121,1,death
3/18/20,Argentina,,-38.4161,-63.6167,2,death
3/18/20,Colombia,,4.5709,-74.2973,0,death
3/18/20,Mexico,,23.6345,-102.5528,0,death
3/18/20,Bulgaria,,42.7339,25.4858,2,death
3/18/20,Croatia,,45.1,15.2,0,death
3/18/20,Serbia,,44.0165,21.0059,0,death
3/18/20,Uruguay,,-32.5228,-55.7658,0,death
3/18/20,Vietnam,,16,108,0,death
3/18/20,Algeria,,28.0339,1.6596,7,death
3/18/20,Latvia,,56.8796,24.6032,0,death
3/18/20,Costa Rica,,9.7489,-83.7534,1,death
3/18/20,Brunei,,4.5353,114.7277,0,death
3/18/20,Albania,,41.1533,20.1683,2,death
3/18/20,Cyprus,,35.1264,33.4299,0,death
3/18/20,Hungary,,47.1625,19.5033,1,death
3/18/20,Jordan,,31.24,36.51,0,death
3/18/20,Morocco,,31.7917,-7.0926,2,death
3/18/20,Andorra,,42.5063,1.5218,0,death
3/18/20,Belarus,,53.7098,27.9534,0,death
3/18/20,Sri Lanka,,7,81,0,death
3/18/20,Malta,,35.9375,14.3754,0,death
3/18/20,occupied Palestinian territory,,,,0,death
3/18/20,North Macedonia,,41.6086,21.7453,0,death
3/18/20,Bosnia and Herzegovina,,43.9159,17.6791,0,death
3/18/20,Oman,,21,57,0,death
3/18/20,Georgia,,42.3154,43.3569,0,death
3/18/20,Cambodia,,11.55,104.9167,0,death
3/18/20,Moldova,,47.4116,28.3699,1,death
3/18/20,Kazakhstan,,48.0196,66.9237,0,death
3/18/20,Senegal,,14.4974,-14.4524,0,death
3/18/20,Venezuela,,6.4238,-66.5897,0,death
3/18/20,Azerbaijan,,40.1431,47.5769,1,death
3/18/20,Dominican Republic,,18.7357,-70.1627,2,death
3/18/20,Lithuania,,55.1694,23.8813,0,death
3/18/20,Tunisia,,34,9,0,death
3/18/20,Liechtenstein,,47.14,9.55,0,death
3/18/20,New Zealand,,-40.9006,174.886,0,death
3/18/20,Afghanistan,,33,65,0,death
3/18/20,Burkina Faso,,12.2383,-1.5616,1,death
3/18/20,Cyprus,,,,0,death
3/18/20,Uzbekistan,,41.3775,64.5853,0,death
3/18/20,China,,30.9756,112.2707,0,death
3/18/20,Ukraine,,48.3794,31.1656,2,death
3/18/20,Jamaica,,18.1096,-77.2975,1,death
3/18/20,Bangladesh,,23.685,90.3563,1,death
3/18/20,Cameroon,,3.848,11.5021,0,death
3/18/20,Maldives,,3.2028,73.2207,0,death
3/18/20,Kosovo,,42.6026,20.903,0,death
3/18/20,Bolivia,,-16.2902,-63.5887,0,death
3/18/20,Paraguay,,-23.4425,-58.4438,0,death
3/18/20,Rwanda,,-1.9403,29.8739,0,death
3/18/20,Cuba,,22,-80,0,death
3/18/20,Honduras,,15.2,-86.2419,0,death
3/18/20,"Cote d'Ivoire",,,,0,death
3/18/20,Monaco,,43.7333,7.4167,0,death
3/18/20,Guatemala,,15.7835,-90.2308,1,death
3/18/20,Montenegro,,42.5,19.3,0,death
3/18/20,Nigeria,,9.082,8.6753,0,death
3/18/20,DR Congo,,,,0,death
3/18/20,Ghana,,7.9465,-1.0232,0,death
3/18/20,Kenya,,-0.0236,37.9062,0,death
3/18/20,Trinidad and Tobago,,10.6918,-61.2225,0,death
3/18/20,Ethiopia,,9.145,40.4897,0,death
3/18/20,Mongolia,,46.8625,103.8467,0,death
3/18/20,Seychelles,,-4.6796,55.492,0,death
3/18/20,Equatorial Guinea,,1.5,10,0,death
3/18/20,Guyana,,5,-58.75,1,death
3/18/20,Gabon,,-0.8037,11.6094,0,death
3/18/20,Kyrgyzstan,,41.2044,74.7661,0,death
3/18/20,Mauritius,,-20.2,57.5,0,death
3/18/20,Tanzania,,-6.369,34.8888,0,death
3/18/20,Barbados,,13.1939,-59.5432,0,death
3/18/20,Benin,,9.3077,2.3158,0,death
3/18/20,Liberia,,6.4281,-9.4295,0,death
3/18/20,Mauritania,,21.0079,10.9408,0,death
3/18/20,Namibia,,-22.9576,18.4904,0,death
3/18/20,Saint Lucia,,13.9094,-60.9789,0,death
3/18/20,Sudan,,12.8628,30.2176,1,death
3/18/20,Zambia,,-15.4167,28.2833,0,death
3/18/20,Antigua and Barbuda,,17.0608,-61.7964,0,death
3/18/20,The Bahamas,,,,0,death
3/18/20,Bhutan,,27.5142,90.4336,0,death
3/18/20,Central African Republic,,6.6111,20.9394,0,death
3/18/20,Republic of the Congo,,,,0,death
3/18/20,Djibouti,,11.8251,42.5903,0,death
3/18/20,El Salvador,,,,0,death
3/18/20,Eswatini,,-26.5225,31.4659,0,death
3/18/20,Fiji,,,,0,death
3/18/20,Gambia,,,,0,death
3/18/20,Guinea,,9.9456,-9.6966,0,death
3/18/20,Nepal,,28.1667,84.25,0,death
3/18/20,Nicaragua,,,,0,death
3/18/20,Saint Vincent and the Grenadines,,,,0,death
3/18/20,Somalia,,5.1521,46.1996,0,death
3/18/20,Suriname,,3.9193,-56.0278,0,death
3/18/20,Togo,,8.6195,0.8248,0,death
